K,accuracy,arrival_auxiliary_weight,arrival_condition,balanced_accuracy,base_arrival_lambda,checkpoint_selection,collision_rate,complete,condition,correct_target_time_rate,delay_learning_rate,delay_tying,encoding,exact_interface_completion,exact_target_spike_train_matches,exact_truth_table_completion,final_delay_fraction_within_tolerance,final_delay_max_error_steps,final_delay_max_steps,final_delay_mean_steps,final_delay_min_steps,fixed_delay_steps,full_batch_updates,gradient_clipping_flag,granularity,hidden_active_pattern_count,hidden_neurons,independent_delay_parameters,initial_delay_mean_steps,initial_raw,initial_task_arrival_gradient_conflict_fraction,initial_task_gradient_mean_abs,initial_task_gradient_norm,initial_total_gradient_correct_coordinate_fraction,initial_total_gradient_mean_abs,initial_total_gradient_nonzero_coordinate_fraction,initial_total_gradient_norm,initial_unweighted_arrival_gradient_mean_abs,initial_unweighted_arrival_gradient_norm,initial_weighted_arrival_gradient_mean_abs,initial_weighted_arrival_gradient_norm,input_events_per_trial,interface_pass,learned_delay,learned_delay_pass,mean_output_spikes_per_trial,minimum_clip_coefficient,normalization_factor,operation,protocol_id,seed,selection_role,silent_rate,stage,target_delay_steps,target_output_step,test_split_opened,weight_learning_rate
1,1.0,0.01,global_anchor,1.0,0.01,final_only,0.0,True,global_anchor,1.0,0.01,global,consecutive_microburst,True,4,True,1.0,0.0033636093139648438,3.996636390686035,3.996636390686035,3.996636390686035,,500,False,global,4,16,1,0.953623354434967,-2.0,0.0,0.015059331431984901,0.015059331431984901,1.0,0.04064733535051346,1.0,0.04064733535051346,2.5587995052337646,2.5587995052337646,0.025587995052337647,0.025587995052337647,4,True,True,True,1.0,1.0,1.0,XOR,xor_delay_granularity_rescue_microburst_v1,2333,required_anchor,0.0,stage_b1_learned,4.0,15,False,0.01
1,1.0,0.01,global_anchor,1.0,0.01,final_only,0.0,True,global_anchor,1.0,0.01,global,consecutive_microburst,True,4,True,1.0,0.002244710922241211,3.997755289077759,3.997755289077759,3.997755289077759,,500,False,global,4,16,1,0.953623354434967,-2.0,0.0,0.022134849801659584,0.022134849801659584,1.0,0.04772285372018814,1.0,0.04772285372018814,2.5587995052337646,2.5587995052337646,0.025587995052337647,0.025587995052337647,4,True,True,True,1.0,1.0,1.0,XOR,xor_delay_granularity_rescue_microburst_v1,2351,required_anchor,0.0,stage_b1_learned,4.0,15,False,0.01
1,1.0,0.01,global_anchor,1.0,0.01,final_only,0.0,True,global_anchor,1.0,0.01,global,consecutive_microburst,True,4,True,1.0,0.0013337135314941406,3.998666286468506,3.998666286468506,3.998666286468506,,500,False,global,4,16,1,0.953623354434967,-2.0,0.0,0.005211331881582737,0.005211331881582737,1.0,0.03079933673143387,1.0,0.03079933673143387,2.5587995052337646,2.5587995052337646,0.025587995052337647,0.025587995052337647,4,True,True,True,1.0,1.0,1.0,XOR,xor_delay_granularity_rescue_microburst_v1,2371,required_anchor,0.0,stage_b1_learned,4.0,15,False,0.01
1,1.0,0.01,global_anchor,1.0,0.01,final_only,0.0,True,global_anchor,1.0,0.01,global,consecutive_microburst,True,4,True,1.0,0.0037615299224853516,3.9962384700775146,3.9962384700775146,3.9962384700775146,,500,False,global,4,16,1,0.953623354434967,-2.0,0.0,0.021131198853254318,0.021131198853254318,1.0,0.046719200909137726,1.0,0.046719200909137726,2.5587995052337646,2.5587995052337646,0.025587995052337647,0.025587995052337647,4,True,True,True,1.0,1.0,1.0,XOR,xor_delay_granularity_rescue_microburst_v1,2389,required_anchor,0.0,stage_b1_learned,4.0,15,False,0.01
1,1.0,0.01,global_anchor,1.0,0.01,final_only,0.0,True,global_anchor,1.0,0.01,global,consecutive_microburst,True,4,True,1.0,0.0016405582427978516,3.998359441757202,3.998359441757202,3.998359441757202,,500,False,global,4,16,1,0.953623354434967,-2.0,0.0,0.01934973895549774,0.01934973895549774,1.0,0.04493774473667145,1.0,0.04493774473667145,2.5587995052337646,2.5587995052337646,0.025587995052337647,0.025587995052337647,4,True,True,True,1.0,1.0,1.0,XOR,xor_delay_granularity_rescue_microburst_v1,2411,required_anchor,0.0,stage_b1_learned,4.0,15,False,0.01
1,1.0,0.01,global_anchor,1.0,0.01,final_only,0.0,True,global_anchor,1.0,0.01,global,consecutive_microburst,True,4,True,1.0,0.00010442733764648438,4.0001044273376465,4.0001044273376465,4.0001044273376465,,500,False,global,4,16,1,7.0463762283325195,2.0,1.0,0.0035096064675599337,0.0035096064675599337,1.0,0.022078393027186394,1.0,0.022078393027186394,2.5587997436523438,2.5587997436523438,0.025587997436523437,0.025587997436523437,4,True,True,True,1.0,1.0,1.0,XOR,xor_delay_granularity_rescue_microburst_v1,2333,required_anchor,0.0,stage_b1_learned,4.0,15,False,0.01
1,1.0,0.01,global_anchor,1.0,0.01,final_only,0.0,True,global_anchor,1.0,0.01,global,consecutive_microburst,True,4,True,1.0,2.574920654296875e-05,4.000025749206543,4.000025749206543,4.000025749206543,,500,False,global,4,16,1,7.0463762283325195,2.0,1.0,0.00971752218902111,0.00971752218902111,1.0,0.015870478004217148,1.0,0.015870478004217148,2.5587997436523438,2.5587997436523438,0.025587997436523437,0.025587997436523437,4,True,True,True,1.0,1.0,1.0,XOR,xor_delay_granularity_rescue_microburst_v1,2351,required_anchor,0.0,stage_b1_learned,4.0,15,False,0.01
1,1.0,0.01,global_anchor,1.0,0.01,final_only,0.0,True,global_anchor,1.0,0.01,global,consecutive_microburst,True,4,True,1.0,0.0003829002380371094,3.999617099761963,3.999617099761963,3.999617099761963,,500,False,global,4,16,1,7.0463762283325195,2.0,1.0,0.0015179034089669585,0.0015179034089669585,1.0,0.024070097133517265,1.0,0.024070097133517265,2.5587997436523438,2.5587997436523438,0.025587997436523437,0.025587997436523437,4,True,True,True,1.0,1.0,1.0,XOR,xor_delay_granularity_rescue_microburst_v1,2371,required_anchor,0.0,stage_b1_learned,4.0,15,False,0.01
1,1.0,0.01,global_anchor,1.0,0.01,final_only,0.0,True,global_anchor,1.0,0.01,global,consecutive_microburst,True,4,True,1.0,0.00012254714965820312,4.000122547149658,4.000122547149658,4.000122547149658,,500,False,global,4,16,1,7.0463762283325195,2.0,1.0,0.008816481567919254,0.008816481567919254,1.0,0.01677151769399643,1.0,0.01677151769399643,2.5587997436523438,2.5587997436523438,0.025587997436523437,0.025587997436523437,4,True,True,True,1.0,1.0,1.0,XOR,xor_delay_granularity_rescue_microburst_v1,2389,required_anchor,0.0,stage_b1_learned,4.0,15,False,0.01
1,1.0,0.01,global_anchor,1.0,0.01,final_only,0.0,True,global_anchor,1.0,0.01,global,consecutive_microburst,True,4,True,1.0,0.00012063980102539062,4.000120639801025,4.000120639801025,4.000120639801025,,500,False,global,4,16,1,7.0463762283325195,2.0,1.0,0.009700445458292961,0.009700445458292961,1.0,0.015887554734945297,1.0,0.015887554734945297,2.5587997436523438,2.5587997436523438,0.025587997436523437,0.025587997436523437,4,True,True,True,1.0,1.0,1.0,XOR,xor_delay_granularity_rescue_microburst_v1,2411,required_anchor,0.0,stage_b1_learned,4.0,15,False,0.01
